City,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
aquiraz,-3.9014,-38.3911,77.0,94,0,2.3,BR,1618901337
mackenzie,55.2999,-123.1698,32.0,64,1,0.56,CA,1618901340
matagami,49.7502,-77.6328,33.8,86,90,6.91,CA,1618901344
taguatinga,-12.3857,-46.5711,67.84,95,33,0.4,BR,1618901351
mazyr,52.0495,29.2456,45.05,84,100,8.19,BY,1618901354
puerto leguizamo,-0.1934,-74.7819,70.54,98,100,1.14,CO,1618901358
ishigaki,24.3448,124.1572,77.0,61,20,18.41,JP,1618901361
adrar,20.5022,-10.0711,75.58,9,64,8.9,MR,1618901368
grand gaube,-20.0064,57.6608,86.0,67,67,5.01,MU,1618901372
okhotsk,59.3833,143.3,33.39,98,100,18.61,RU,1618901375
selje,62.0459,5.351,53.01,53,10,13.76,NO,1618901379
keningau,5.3378,116.1602,89.6,66,20,5.75,MY,1618901383
bichena,10.45,38.2,67.17,28,16,8.1,ET,1618901386
maneadero,31.7167,-116.5667,57.99,90,0,1.01,MX,1618901390
uthal,25.8072,66.6219,95.32,9,0,12.71,PK,1618901393
maua,-23.6678,-46.4614,62.6,88,75,9.22,BR,1618901239
carnarvon,-24.8667,113.6333,81.01,42,0,20.47,AU,1618901234
nishihara,26.1842,127.7558,75.2,53,20,18.41,JP,1618901407
malazgirt,39.1427,42.5401,69.08,34,100,14.29,TR,1618901410
xinzhi,36.4989,111.7047,74.46,37,100,11.88,CN,1618901414
kenai,60.5544,-151.2583,46.4,61,1,6.91,US,1618901417
praia da vitoria,38.7333,-27.0667,64.4,82,75,24.52,PT,1618901421
touros,-5.1989,-35.4608,73.4,94,40,4.61,BR,1618901428
grindavik,63.8424,-22.4338,32.0,69,75,9.22,IS,1618901431
bhavnagar,21.7667,72.15,95.0,38,20,4.61,IN,1618901435
otane,-39.8833,176.6333,64.99,82,100,3.0,NZ,1618901438
wajima,37.4,136.9,62.6,63,20,17.27,JP,1618901442
lodeynoye pole,60.726,33.5531,45.99,44,0,9.26,RU,1618901445
barysh,53.6553,47.1123,42.13,47,99,18.68,RU,1618901449
luderitz,-26.6481,15.1594,79.18,41,0,7.58,NA,1618901456
west wendover,40.7391,-114.0733,46.4,34,1,16.11,US,1618901459
mount isa,-20.7333,139.5,93.2,21,41,8.05,AU,1618901466
qixingtai,30.4135,111.8874,61.0,97,100,3.83,CN,1618901470
port blair,11.6667,92.75,87.8,74,20,6.91,IN,1618901473
komsomolskiy,40.4272,71.7189,68.0,32,100,4.61,UZ,1618901477
tateyama,34.9833,139.8667,69.01,59,0,20.71,JP,1618901480
san jose,37.3394,-121.895,53.01,76,1,5.75,US,1618901393
aksarka,66.5606,67.7975,31.89,82,83,11.97,RU,1618901487
samarai,-10.6167,150.6667,83.66,76,100,11.5,PG,1618901494
ahipara,-35.1667,173.1667,64.26,95,51,5.55,NZ,1618901497
port hueneme,34.1478,-119.1951,55.4,94,20,4.45,US,1618901235
malur,13.0075,77.9378,88.0,42,40,2.3,IN,1618901504
bull savanna,17.8868,-77.5902,73.6,87,76,12.55,JM,1618901508
oksfjord,70.2396,22.3479,46.4,61,0,11.5,NO,1618901511
umm kaddadah,13.6017,26.6876,93.7,6,1,9.66,SD,1618901515
malinovoye ozero,51.6753,79.7825,33.06,25,86,12.44,RU,1618901519
chumikan,54.7183,135.315,37.29,59,100,12.73,RU,1618901522
asyut,27.181,31.1837,84.2,39,0,0.92,EG,1618901526
luang prabang,19.8856,102.1347,91.4,52,40,6.91,LA,1618901529
yeppoon,-23.1333,150.7333,78.8,53,48,12.66,AU,1618901533
daru,-9.0763,143.2092,82.78,78,31,6.87,PG,1618901536
sorland,67.667,12.6934,48.2,71,0,18.41,NO,1618901540
kununurra,-15.7667,128.7333,93.2,24,45,6.91,AU,1618901547
salalah,17.0151,54.0924,87.8,48,0,5.75,OM,1618901550
sitka,57.0531,-135.33,48.2,87,90,3.44,US,1618901554
isangel,-19.55,169.2667,84.2,84,75,6.31,VU,1618901557
bambous virieux,-20.3428,57.7575,86.0,74,75,3.44,MU,1618901561
banjar,-8.19,114.9675,86.0,66,20,10.36,ID,1618901564
talcahuano,-36.7167,-73.1167,59.0,77,90,12.66,CL,1618901568
tiznit,29.5833,-9.5,63.21,49,22,2.3,MA,1618901575
virginia beach,36.8529,-75.978,48.99,87,1,5.23,US,1618901578
pacifica,37.6138,-122.4869,52.0,87,90,14.97,US,1618901582
klaksvik,62.2266,-6.589,39.2,81,75,16.11,FO,1618901585
roma,43.2128,-75.4557,48.2,61,90,3.44,US,1618901592
changji,44.0167,87.3167,75.2,13,0,4.47,CN,1618901596
saravena,6.9538,-71.8752,73.06,69,100,3.22,CO,1618901599
karratha,-20.7377,116.8463,85.5,39,2,13.04,AU,1618901426
fortuna,40.5982,-124.1573,50.0,93,90,8.05,US,1618901606
san policarpo,12.1791,125.5072,81.93,73,100,17.31,PH,1618901610
constitucion,-35.3333,-72.4167,55.78,85,89,13.73,CL,1618901613
ordynskoye,54.3656,81.8994,27.77,42,100,8.12,RU,1618901617
saint-denis,48.9167,2.3333,50.0,81,100,2.3,FR,1618901620
wakkanai,45.4094,141.6739,44.6,36,20,31.07,JP,1618901624
sroda wielkopolska,52.2284,17.2762,53.01,87,0,3.44,PL,1618901631
konakovo,56.7,36.7667,44.64,55,99,10.76,RU,1618901484
ploemeur,47.7333,-3.4333,46.99,87,0,3.44,FR,1618901637
inhambane,-23.865,35.3833,76.69,63,51,11.21,MZ,1618901471
axim,4.8699,-2.2405,80.82,81,96,2.46,GH,1618901644
gazanjyk,39.2446,55.5154,78.85,28,68,3.91,TM,1618901648
hailar,49.2,119.7,62.37,21,6,18.63,CN,1618901651
sainte-thecle,46.8168,-72.4991,42.01,93,21,1.14,CA,1618901658
barrow,71.2906,-156.7887,19.4,79,90,18.41,US,1618901495
puerto ayacucho,5.6639,-67.6236,74.62,80,100,3.38,VE,1618901665
kamenka,51.3223,42.7678,41.0,94,100,16.8,RU,1618901669
ihosy,-22.4,46.1167,71.98,62,8,9.62,MG,1618901672
bria,6.5423,21.9863,83.35,57,89,7.61,CF,1618901679
gonen,40.1049,27.654,55.4,76,40,8.05,TR,1618901683
college station,30.628,-96.3344,60.01,72,20,5.06,US,1618901634
port elizabeth,-33.918,25.5701,64.4,77,0,14.97,ZA,1618901690
novoseleznevo,55.6821,69.2056,33.66,28,5,8.5,RU,1618901693
vestmannaeyjar,63.4427,-20.2734,35.67,62,5,19.77,IS,1618901697
krasnyy chikoy,50.3643,108.7512,67.68,17,100,11.12,RU,1618901704
sao filipe,14.8961,-24.4956,72.05,74,100,13.6,CV,1618901707
dubrovytsya,51.5744,26.565,47.46,77,100,5.88,UA,1618901711
banjarmasin,-3.3244,114.591,91.4,55,40,5.75,ID,1618901714
dargaville,-35.9333,173.8833,64.06,94,100,9.04,NZ,1618901718
aykhal,66.0,111.5,17.46,67,100,4.43,RU,1618901722
ilulissat,69.2167,-51.1,8.6,61,100,1.14,GL,1618901725
rovaniemi,66.5,25.7167,44.6,42,0,6.91,FI,1618901729
fuengirola,36.54,-4.6247,62.01,77,0,5.75,ES,1618901735
williams lake,52.1415,-122.1445,42.8,36,1,2.3,CA,1618901739
kuragino,53.8975,92.6725,30.22,36,100,8.43,RU,1618901742
lufilufi,-13.8745,-171.5986,77.0,94,90,8.05,WS,1618901746
vardo,70.3705,31.1107,41.0,65,0,19.57,NO,1618901750
iskateley,67.6803,53.1512,33.64,98,26,9.48,RU,1618901753
petrodvorets,59.885,29.8958,48.0,39,0,11.18,RU,1618901542
moindou,-21.6924,165.677,73.4,88,90,9.22,NC,1618901760
marawi,7.9986,124.2928,82.99,85,100,8.01,PH,1618901763
lesogorsk,56.0458,99.5136,28.0,46,100,12.17,RU,1618901767
chokwe,-24.5333,32.9833,72.01,76,84,7.63,MZ,1618901771
balagunan,7.4922,125.5211,89.6,62,75,6.91,PH,1618901774
belmonte,-15.8631,-38.8828,75.2,88,75,5.75,BR,1618901778
san buenaventura,27.0833,-101.5333,61.32,49,48,2.48,MX,1618901781
coolum beach,-26.5333,153.1,75.99,74,0,10.96,AU,1618901785
warrington,53.3925,-2.5802,51.01,87,100,3.44,GB,1618901792
chalus,36.655,51.4204,69.8,64,0,9.22,IR,1618901798
bathsheba,13.2167,-59.5167,78.8,57,20,24.16,BB,1618901802
faanui,-16.4833,-151.75,82.58,70,19,15.55,PF,1618901805
chuy,-33.6971,-53.4616,64.13,83,0,9.22,UY,1618901809
kruisfontein,-34.0033,24.7314,64.0,74,99,4.0,ZA,1618901812
miyako,39.6367,141.9525,62.29,56,0,11.36,JP,1618901819
mumford,5.2618,-0.759,80.17,81,100,5.61,GH,1618901823
turangi,-39.0,175.9333,62.01,77,100,3.0,NZ,1618901826
kaeo,-35.1,173.7833,62.01,96,13,1.99,NZ,1618901833
ambilobe,-13.2,49.05,85.08,59,49,2.17,MG,1618901657
marsh harbour,26.5412,-77.0636,77.79,80,95,9.53,BS,1618901840
houma,29.5958,-90.7195,63.0,77,90,3.76,US,1618901844
katsuura,35.1333,140.3,75.0,52,20,16.11,JP,1618901847
belomorsk,64.5232,34.7668,45.82,52,9,6.26,RU,1618901851
esmeraldas,-19.7625,-44.3139,66.2,82,0,8.05,BR,1618901858
sayyan,15.1718,44.3244,67.23,22,2,15.41,YE,1618901861
sao joao da barra,-21.6403,-41.0511,68.74,93,15,7.87,BR,1618901865
whitehorse,60.7161,-135.0538,42.8,49,20,5.75,CA,1618901868
poso,-1.3959,120.7524,85.15,65,92,4.92,ID,1618901872
moose factory,51.2585,-80.6094,17.6,86,90,17.27,CA,1618901875
santa isabel do rio negro,-0.4139,-65.0192,71.94,99,100,1.79,BR,1618901879
tver,56.8619,35.8931,43.72,59,76,10.4,RU,1618901882
tete,-16.1564,33.5867,73.4,73,75,5.23,MZ,1618901886
warrnambool,-38.3833,142.4833,55.0,74,96,1.01,AU,1618901861
djenne,13.9061,-4.5533,86.14,15,16,4.47,ML,1618901893
sibolga,1.7427,98.7792,86.47,61,91,6.11,ID,1618901896
araguaina,-7.1911,-48.2072,69.53,95,100,1.79,BR,1618901900
aden,12.7794,45.0367,83.37,67,97,9.4,YE,1618901903
ketchikan,55.3422,-131.6461,48.2,65,1,4.29,US,1618901907
mana,5.6592,-53.7767,74.46,91,100,6.24,GF,1618901910
fereydun kenar,36.6864,52.5225,73.4,56,0,6.91,IR,1618901914
kalmunai,7.4167,81.8167,88.14,60,4,9.01,LK,1618901917
braniewo,54.3797,19.8196,50.5,77,97,5.97,PL,1618901921
namatanai,-3.6667,152.4333,83.82,73,97,3.58,PG,1618901924
smidovich,48.6,133.8167,46.49,23,34,21.74,RU,1618901928
makakilo city,21.3469,-158.0858,78.8,69,20,4.61,US,1618901932
omsukchan,62.5333,155.8,31.5,78,100,13.94,RU,1618901935
ostrovnoy,68.0531,39.5131,38.73,91,85,16.91,RU,1618901939
quatre cocos,-20.2078,57.7625,84.99,74,75,3.44,MU,1618901707
vila praia de ancora,41.811,-8.8526,59.0,87,75,3.44,PT,1618901946
kishorganj,24.4333,90.7667,98.6,25,0,6.04,BD,1618901949
atbasar,51.8,68.3333,33.37,28,0,13.29,KZ,1618901953
centralia,46.7162,-122.9543,52.0,93,20,4.61,US,1618901829
zyryanka,65.75,150.85,37.4,85,100,19.73,RU,1618901959
okha,53.5739,142.9478,32.25,98,100,16.13,RU,1618901966
badulla,6.9895,81.0557,85.78,46,64,4.83,LK,1618901859
asha,54.9973,57.2722,44.29,26,0,5.21,RU,1618901973
burns lake,54.2331,-125.7533,28.4,80,18,2.06,CA,1618901977
tananger,58.9333,5.6,48.99,61,0,2.3,NO,1618901980
yerbogachen,61.2767,108.0108,27.61,84,100,11.63,RU,1618901984
caravelas,-17.7125,-39.2481,72.7,94,100,7.74,BR,1618901987
pacific grove,36.6177,-121.9166,52.0,89,6,4.0,US,1618901991
sampit,-2.5333,112.95,82.98,67,96,5.12,ID,1618901994
