City,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
moncao,42.0789,-8.4808,59.0,62,75,3.44,PT,1618881900
cozumel,20.5083,-86.9458,82.4,83,75,10.36,MX,1618881911
ndele,8.4109,20.6473,79.7,51,100,4.85,CF,1618881915
narsaq,60.9167,-46.05,33.8,55,100,3.44,GL,1618881918
iracoubo,5.4802,-53.2011,76.55,86,100,8.23,GF,1618881925
mana,5.6592,-53.7767,76.37,84,99,8.14,GF,1618881929
navahrudak,53.6,25.8333,40.53,87,100,5.26,BY,1618881932
alexandroupoli,40.8475,25.8744,46.0,92,13,3.0,GR,1618881936
pacific grove,36.6177,-121.9166,57.99,67,20,9.22,US,1618881939
beyneu,45.3167,55.2,58.32,64,100,8.39,KZ,1618881946
harper,4.375,-7.7169,80.76,79,100,4.09,LR,1618881984
ilulissat,69.2167,-51.1,10.4,56,95,5.75,GL,1618881954
omsukchan,62.5333,155.8,32.34,85,100,9.69,RU,1618881991
muros,42.7762,-9.0603,55.99,78,100,4.43,ES,1618881995
adrar,20.5022,-10.0711,79.18,8,65,5.79,MR,1618881998
jalu,29.0331,21.5482,63.48,41,6,15.99,LY,1618882002
kamyaran,34.7956,46.9355,50.0,57,0,4.61,IR,1618882005
urdoma,61.7533,48.5442,28.0,80,13,3.56,RU,1618882009
layou,13.2,-61.2667,80.6,74,20,16.11,VC,1618882012
oktyabrskiy,54.4815,53.471,29.68,57,0,6.22,RU,1618882016
ponta delgada,37.7333,-25.6667,62.6,88,20,10.36,PT,1618882019
marystown,47.1666,-55.1483,38.46,95,100,11.01,CA,1618882023
nanortalik,60.1432,-45.2371,32.61,76,100,7.58,GL,1618882026
timmins,48.4669,-81.3331,39.2,87,90,4.61,CA,1618881869
bend,44.0582,-121.3153,55.0,38,100,7.0,US,1618881961
kurchum,48.5722,83.6542,37.08,65,100,10.98,KZ,1618882050
nenjiang,49.1833,125.2167,43.43,20,0,11.23,CN,1618882061
wako,35.7894,139.6233,71.01,40,20,8.05,JP,1618882064
santa marta,11.2408,-74.199,84.99,71,100,5.01,CO,1618882009
oktyabrskoye,43.0645,44.7417,50.0,87,100,6.71,RU,1618882078
khani,41.9563,42.9566,64.4,72,75,18.41,GE,1618882095
dauphin,51.1494,-100.0502,32.0,64,90,9.22,CA,1618882051
santa cruz del sur,20.7147,-77.9956,79.7,73,9,16.31,CU,1618882163
concarneau,47.875,-3.9225,48.0,81,0,2.3,FR,1618882166
north myrtle beach,33.816,-78.68,62.01,67,20,3.44,US,1618882171
altay,47.8667,88.1167,45.81,86,100,6.42,CN,1618882174
virginia beach,36.8529,-75.978,52.0,82,40,3.44,US,1618882185
nyurba,63.2842,118.3319,19.44,83,82,7.29,RU,1618882188
terrace bay,48.7834,-87.1,23.0,80,100,8.05,CA,1618882195
kharian,32.8149,73.8636,62.6,72,40,3.4,PK,1618882199
dikson,73.5069,80.5464,-0.87,92,7,4.97,RU,1618882204
paredon,16.0333,-93.8667,82.78,57,0,4.34,MX,1618882207
kalmunai,7.4167,81.8167,80.82,77,67,2.91,LK,1618882211
atar,20.5169,-13.0499,77.56,13,98,3.56,MR,1618882218
jackson,42.4165,-122.8345,78.8,19,1,10.36,US,1618882225
paamiut,61.994,-49.6678,30.29,86,100,6.87,GL,1618882235
college,64.8569,-147.8028,60.8,28,1,8.05,US,1618882143
richmond,37.5538,-77.4603,53.6,87,1,3.4,US,1618882242
mountain home,43.133,-115.6912,62.6,16,1,25.32,US,1618882037
matay,28.419,30.7792,73.47,49,100,15.99,EG,1618882249
ranau,5.9538,116.6641,86.0,74,20,10.36,MY,1618882097
kaseda,31.4167,130.3167,62.6,51,20,6.91,JP,1618882104
ryotsu,38.0833,138.4333,66.2,39,20,21.85,JP,1618882259
la ronge,55.1001,-105.2842,32.0,43,98,9.22,CA,1618882263
arcachon,44.5875,-1.0519,51.8,76,0,3.44,FR,1618882270
zeya,53.75,127.2667,34.72,37,0,7.61,RU,1618882273
bagdarin,54.4333,113.6,39.65,29,80,2.3,RU,1618882277
smithers,54.7804,-127.1743,62.6,14,1,3.44,CA,1618882205
malakal,9.5334,31.6605,87.22,21,44,0.96,SS,1618882287
santona,43.4439,-3.4576,53.6,82,98,2.3,ES,1618882294
arman,59.7,150.1667,35.33,91,100,21.41,RU,1618882298
una,20.8167,71.0333,79.65,69,51,12.17,IN,1618882305
pitogo,13.7847,122.0881,84.79,68,100,7.63,PH,1618882312
dingle,10.9995,122.6711,84.7,66,100,9.57,PH,1618882178
longyearbyen,78.2186,15.6401,33.8,64,75,10.36,SJ,1618882322
oda,35.1833,132.5,66.2,52,0,17.27,JP,1618882325
valley city,46.9233,-98.0032,32.0,40,90,9.22,US,1618882329
zhumadian,32.9794,114.0294,55.45,94,99,2.28,CN,1618882339
aklavik,68.2191,-135.0107,48.2,40,36,5.75,CA,1618882096
champaign,40.1334,-88.2001,44.6,61,75,17.27,US,1618882346
mazamet,43.49,2.373,46.0,70,0,4.61,FR,1618882350
ocampo,21.65,-101.5,63.27,13,5,8.66,MX,1618882353
cartagena,10.3997,-75.5144,82.4,89,40,4.61,CO,1618882203
shubarkuduk,49.1447,56.4872,33.8,53,89,19.71,KZ,1618882364
sitka,57.0531,-135.33,53.6,58,75,1.72,US,1618882367
korostyshiv,50.3172,29.0563,41.09,90,85,5.21,UA,1618882377
fairbanks,64.8378,-147.7164,60.8,40,1,6.91,US,1618882381
najran,17.4924,44.1277,69.8,28,0,2.3,SA,1618882384
kitimat,54.0524,-128.6534,64.99,31,4,1.01,CA,1618882388
ocean city,39.2776,-74.5746,53.6,76,1,3.44,US,1618882395
buta,2.7858,24.73,69.6,98,100,2.15,CD,1618882398
sinegorskiy,48.0139,40.8447,48.22,93,92,5.3,RU,1618882402
muli,2.9167,73.5667,82.24,66,71,4.59,MV,1618882412
manzhouli,49.6,117.4333,48.97,21,92,19.98,CN,1618882416
cabo san lucas,22.8909,-109.9124,73.99,83,75,7.34,MX,1618882145
rorvik,64.8621,11.2373,41.54,85,31,12.73,NO,1618882426
broome,42.2506,-75.833,48.2,61,1,4.61,US,1618882430
pierre,44.3683,-100.351,39.0,38,75,8.05,US,1618882433
kysyl-syr,63.8986,122.7617,18.93,77,66,5.68,RU,1618882450
tessalit,20.1986,1.0114,78.8,9,53,10.02,ML,1618882458
seoul,37.5683,126.9778,62.6,48,0,4.61,KR,1618882303
ribeira grande,38.5167,-28.7,62.71,93,100,20.67,PT,1618882468
pangody,65.85,74.4859,24.53,96,100,8.37,RU,1618882475
shimanovsk,52.0,127.7,38.84,20,0,16.84,RU,1618882478
grindavik,63.8424,-22.4338,33.8,69,75,17.27,IS,1618882492
aswan,24.0934,32.907,85.05,22,99,2.95,EG,1618882499
marquette,46.5333,-87.6335,28.0,84,99,13.31,US,1618882503
wuwei,37.9281,102.6414,57.2,28,93,3.85,CN,1618882506
motozintla,15.3667,-92.2333,82.4,78,40,1.3,MX,1618882516
saint andrews,34.0454,-81.1293,64.4,48,1,3.44,US,1618882520
guaymas,27.9333,-110.9,82.99,44,1,20.71,MX,1618882530
celestun,20.8667,-90.4,80.15,79,89,4.38,MX,1618882534
konevo,62.1215,39.3192,30.24,79,0,4.14,RU,1618882541
sendhwa,21.6833,75.1,79.75,49,98,7.0,IN,1618882544
arroyo,41.6096,-4.7969,50.0,93,75,4.72,ES,1618882548
bonthe,7.5264,-12.505,80.2,82,26,5.53,SL,1618882555
portland,45.5234,-122.6762,69.8,26,75,12.66,US,1618882390
ishigaki,24.3448,124.1572,75.2,60,40,20.71,JP,1618882569
praia da vitoria,38.7333,-27.0667,63.0,82,75,16.02,PT,1618882572
laguna,38.421,-121.4238,80.01,31,1,9.22,US,1618882338
high level,58.5169,-117.136,44.6,42,1,9.22,CA,1618882579
bandar-e lengeh,26.5579,54.8807,71.6,88,0,3.02,IR,1618882586
sur,22.5667,59.5289,80.04,45,100,2.33,OM,1618882596
nuuk,64.1835,-51.7216,33.8,93,90,29.93,GL,1618882600
poshekhonye,58.4993,39.1353,31.19,77,13,8.63,RU,1618882603
baoro,5.6667,15.9667,68.11,92,94,3.94,CF,1618882607
lixourion,38.2019,20.4314,54.54,75,56,10.0,GR,1618882610
husavik,66.0449,-17.3389,32.0,74,20,3.44,IS,1618882614
qasigiannguit,68.8193,-51.1922,10.4,56,72,5.75,GL,1618882617
gijon,43.5357,-5.6615,53.01,83,100,2.62,ES,1618882624
sciacca,37.5082,13.0881,44.01,1,3,2.89,IT,1618882632
riosucio,5.4216,-75.7032,69.8,83,40,8.05,CO,1618882635
igarka,67.4667,86.5833,1.81,91,58,4.74,RU,1618882642
hasaki,35.7333,140.8333,71.01,49,20,4.61,JP,1618882645
sandnessjoen,66.0217,12.6316,50.0,43,25,3.44,NO,1618882652
kedougou,12.5579,-12.1743,91.4,40,0,8.23,SN,1618882666
los llanos de aridane,28.6585,-17.9182,66.2,72,0,11.5,ES,1618882670
ogdensburg,44.6942,-75.4863,51.8,53,1,4.61,US,1618882680
nome,64.5011,-165.4064,35.6,64,1,19.57,US,1618882684
baruun-urt,46.6806,113.2792,56.07,20,3,9.6,MN,1618882687
shar,49.5886,81.0453,28.45,50,99,13.53,KZ,1618882691
jiuquan,39.7432,98.5174,57.47,29,100,1.28,CN,1618882698
turukhansk,65.8167,87.9833,6.71,88,9,7.02,RU,1618882701
bathsheba,13.2167,-59.5167,78.8,61,20,21.85,BB,1618882708
fukue,32.6881,128.8419,66.2,52,0,5.75,JP,1618882712
juba,4.8517,31.5825,79.68,54,100,4.09,SS,1618882715
lisala,2.15,21.5167,69.4,99,100,1.61,CD,1618882719
kahului,20.8947,-156.47,86.0,51,40,8.05,US,1618882726
constantine,36.365,6.6147,42.8,75,0,3.44,DZ,1618882729
gilgit,35.9221,74.3087,48.33,52,100,5.01,PK,1618882733
nautla,20.2167,-96.7833,71.29,79,86,4.36,MX,1618882736
catalina,32.5056,-110.9211,77.0,18,0,5.01,US,1618882746
roscrea,52.9511,-7.8017,46.0,93,100,4.07,IE,1618882750
painesville,41.7245,-81.2457,48.99,71,90,5.75,US,1618882753
ulkan,57.243,107.3223,26.82,67,100,15.46,RU,1618882761
idukki,9.85,76.9667,72.79,90,52,0.78,IN,1618882764
helong,42.5397,128.9972,55.69,19,0,11.07,CN,1618882572
norman wells,65.282,-126.8329,55.4,30,1,2.3,CA,1618882774
eyl,7.9803,49.8164,81.43,75,91,4.59,SO,1618882778
kapuskasing,49.4169,-82.4331,26.6,86,100,13.8,CA,1618882711
aysha,55.8704,48.6319,32.0,40,0,13.42,RU,1618882791
great yarmouth,52.6083,1.7305,39.2,93,90,1.14,GB,1618882795
siguiri,11.6667,-9.5,84.88,18,41,1.9,GN,1618882798
moctezuma,29.8,-109.6667,73.85,17,2,3.29,MX,1618882803
sorland,67.667,12.6934,44.08,76,100,23.64,NO,1618882807
zhuhai,22.2769,113.5678,75.2,78,40,18.41,CN,1618882811
olafsvik,64.8945,-23.7142,32.25,61,7,13.67,IS,1618882814
arlit,18.7369,7.3853,84.7,7,1,5.88,NE,1618882825
brae,60.3964,-1.353,44.6,93,100,10.36,GB,1618882828
susanville,40.4163,-120.653,73.4,16,90,10.36,US,1618882832
kulhudhuffushi,6.6221,73.07,83.12,72,15,4.27,MV,1618882639
rapid valley,44.0625,-103.1463,30.99,74,1,10.36,US,1618882842
boulder city,35.9786,-114.8325,84.2,3,1,10.36,US,1618882671
corinto,37.9407,22.9573,54.0,58,18,3.0,GR,1618882852
avera,33.194,-82.5271,62.6,51,1,3.44,US,1618882639
komsomolskiy,40.4272,71.7189,53.6,62,100,6.91,UZ,1618882863
miles city,46.4083,-105.8406,33.8,75,40,9.22,US,1618882866
stephenville,32.2207,-98.2023,64.4,36,1,3.44,US,1618882653
pattan,34.1667,74.5667,50.34,56,75,1.52,IN,1618882873
petropavlovsk-kamchatskiy,53.0452,158.6483,39.2,87,90,15.66,RU,1618882876
nantucket,41.2835,-70.0995,46.4,87,1,3.44,US,1618882890
halifax,44.6453,-63.5724,50.0,57,20,5.75,CA,1618882894
giaveno,45.047,7.3492,46.99,77,13,7.14,IT,1618882897
lawton,34.6087,-98.3903,68.0,32,1,10.36,US,1618882823
kapoeta,4.7717,33.5903,80.17,54,100,19.01,SS,1618882907
mecca,21.4267,39.8261,81.68,39,0,1.43,SA,1618882914
gazimurskiy zavod,51.5461,118.3266,48.61,16,93,14.81,RU,1618882939
lumphat,13.4878,106.9816,86.29,63,58,2.8,KH,1618882956
xiongzhou,25.1167,114.3,73.27,78,71,3.33,CN,1618882963
warrington,53.3925,-2.5802,48.0,81,100,3.44,GB,1618882786
tortoli,39.9256,9.6572,55.4,41,0,5.75,IT,1618882981
ayni,39.3941,68.5377,48.97,65,100,3.38,TJ,1618882985
salalah,17.0151,54.0924,80.6,69,0,4.61,OM,1618882991
bradut,46.1333,25.6167,42.01,90,100,1.83,RO,1618882995
carbondale,37.7273,-89.2168,59.0,47,1,6.91,US,1618882727
havelock,34.8791,-76.9013,55.99,81,0,1.01,US,1618882879
tabou,4.423,-7.3528,80.22,79,100,3.4,CI,1618883005
kapustin yar,48.5831,45.7372,53.1,97,100,7.7,RU,1618883009
magistralnyy,56.1725,107.4458,28.83,54,98,11.68,RU,1618883012
khash,28.2211,61.2158,63.45,37,0,3.44,IR,1618883016
shitanjing,39.2342,106.3439,61.03,37,65,6.53,CN,1618883023
huntingdon,52.3305,-0.1865,42.01,80,99,4.23,GB,1618883026
columbus,39.9612,-82.9988,62.6,39,75,8.05,US,1618882863
rincon,32.296,-81.2354,64.0,51,1,3.98,US,1618883040
mogadishu,2.0371,45.3438,81.54,76,67,7.25,SO,1618883044
zigos,41.0167,24.3833,48.0,87,100,1.99,GR,1618883051
mao,39.8885,4.2658,51.8,87,0,3.44,ES,1618883054
lebork,54.5392,17.7501,39.2,75,0,1.14,PL,1618883058
nizwa,22.9333,57.5333,75.74,16,65,6.53,OM,1618883061
ola,59.5833,151.2833,35.37,87,100,31.52,RU,1618883068
garhi yasin,27.9069,68.511,78.8,47,40,4.61,PK,1618883072
san rafael del sur,11.8485,-86.4384,84.2,70,40,11.5,NI,1618883075
warri,5.5167,5.75,77.4,91,96,3.62,NG,1618883079
sarangani,5.4033,125.4636,83.3,77,100,19.98,PH,1618883086
tahoua,14.8888,5.2692,90.05,22,94,3.58,NE,1618883089
mosalsk,54.4881,34.9817,37.11,97,100,11.59,RU,1618883096
blacklick estates,39.9051,-82.8643,60.8,39,75,8.05,US,1618883100
enugu,6.4402,7.4943,76.69,87,99,6.76,NG,1618883104
san roque,36.2107,-5.3842,62.6,67,29,11.5,ES,1618883107
junction city,39.0286,-96.8314,39.2,56,40,18.41,US,1618883111
chapais,49.7834,-74.8492,46.4,46,90,5.75,CA,1618883117
dwarka,22.2394,68.9678,80.56,78,98,12.24,IN,1618883121
dongsheng,39.8161,109.9776,63.21,23,73,3.96,CN,1618883124
van wert,40.8695,-84.5841,45.0,70,90,8.05,US,1618883128
evensk,61.95,159.2333,35.24,93,100,10.45,RU,1618883138
turayf,31.6725,38.6637,69.8,30,0,9.22,SA,1618883142
lafia,8.4833,8.5167,82.63,63,89,3.98,NG,1618883145
port-cartier,50.0334,-66.8654,45.0,60,90,3.44,CA,1618883149
almaznyy,48.0448,40.045,50.0,93,40,4.47,RU,1618883152
batie,9.8833,-2.9167,80.58,64,99,8.41,BF,1618883160
baykit,61.67,96.37,26.42,88,100,3.8,RU,1618883163
roald,62.5833,6.1333,44.6,70,75,6.91,NO,1618883167
port blair,11.6667,92.75,83.01,69,91,1.95,IN,1618883123
xining,36.6167,101.7667,43.34,56,100,1.77,CN,1618883177
stornoway,58.2093,-6.3865,42.8,93,90,12.66,GB,1618883180
zavyalovo,54.5053,82.4484,19.0,57,40,8.95,RU,1618883188
doha,25.2867,51.5333,78.8,31,0,5.75,QA,1618883191
batagay,67.6333,134.6333,18.55,87,100,7.58,RU,1618883201
damaturu,11.747,11.9608,82.56,8,6,1.79,NG,1618883205
road town,18.4167,-64.6167,80.6,74,20,9.22,VG,1618883208
inirida,3.8653,-67.9239,74.41,91,100,1.57,CO,1618883212
morgan city,29.6994,-91.2068,64.4,68,75,3.44,US,1618883216
iralaya,15.0,-83.2333,79.97,79,100,13.0,HN,1618883219
normandin,48.8333,-72.5321,46.4,61,92,4.61,CA,1618883226
dodge city,37.7528,-100.0171,37.4,65,90,24.16,US,1618883019
conroe,30.3119,-95.456,64.99,59,40,3.04,US,1618883240
moissala,8.3404,17.7663,79.48,56,45,6.62,TD,1618883243
sayyan,15.1718,44.3244,55.96,33,100,10.04,YE,1618883250
xuddur,4.1213,43.8894,72.84,81,85,5.64,SO,1618883254
adet,11.2644,37.4888,62.47,41,76,4.12,ET,1618883268
jawhar,2.7809,45.5005,77.7,83,95,2.82,SO,1618883272
shingu,33.7333,135.9833,68.0,34,0,9.22,JP,1618883275
vanavara,60.34,102.2797,25.88,89,100,8.41,RU,1618883282
lishu,43.3047,124.3278,58.28,17,51,7.47,CN,1618883286
dzerzhinsk,56.2389,43.4631,35.6,38,0,6.71,RU,1618883293
puerto escondido,15.85,-97.0667,80.6,74,40,4.61,MX,1618883300
hovd,48.0056,91.6419,52.52,28,45,13.33,MN,1618883310
bandarbeyla,9.4942,50.8122,81.18,80,100,5.5,SO,1618883314
zhob,31.3411,69.4481,58.15,65,100,8.43,PK,1618883317
teguldet,57.3064,88.1667,12.97,86,100,11.05,RU,1618883321
hami,42.8,93.45,64.24,25,100,7.4,CN,1618883334
camacha,33.0833,-16.3333,62.6,88,40,8.05,PT,1618883338
veraval,20.9,70.3667,79.83,79,86,11.18,IN,1618883349
maniitsoq,65.4167,-52.9,29.41,98,100,3.74,GL,1618883356
leh,34.1667,77.5833,28.83,42,73,3.0,IN,1618883363
imeni poliny osipenko,52.4201,136.4853,39.38,55,100,14.81,RU,1618883366
egvekinot,66.3167,-179.1667,28.98,70,0,2.24,RU,1618883380
timiryazevskoye,56.49,84.8769,16.0,68,88,9.55,RU,1618883384
havoysund,70.9963,24.6622,39.2,75,0,10.02,NO,1618883391
encheng,22.1839,112.3026,78.01,62,100,7.0,CN,1618883394
yining,29.0361,114.5636,65.34,87,100,1.54,CN,1618883398
saryozek,44.3583,77.9753,56.46,45,100,4.45,KZ,1618883405
gayny,60.3071,54.3241,28.54,73,22,4.38,RU,1618883411
pokhara,28.2333,83.9833,81.0,15,0,0.49,NP,1618883165
ostrovnoy,68.0531,39.5131,34.45,86,20,14.18,RU,1618883429
noormarkku,61.5927,21.8685,32.0,86,0,1.14,FI,1618883432
slavjanovo,43.4667,24.8667,44.01,93,90,4.61,BG,1618883436
